菜谱名称,原料
荸荠圆子,荸荠 猪板油 桔饼 青红丝 干淀粉 湿淀粉 鸡蛋清 白糖 蜂蜜 香精 花生油约耗
榆钱香椿丸子,"面粉 榆钱 香椿芽 面肥,碱水各 精盐 食用油"
榆钱酥,榆钱 鸡蛋 面粉 精盐 味精 椒盐 食用油
煎香椿饼,面粉 香椿芽 鸡蛋 葱花 精盐 味精 香油 化猪油
绣球烩竹荪,"主料 竹荪,干贝
配  料 黄瓜,蕃茄,香菇,青菜心棵,鸡糁
调  料 盐,高汤,料酒,豆粉,胡椒,姜,葱  青椒,红椒,精炼油"
八珍豆腐盒,"主料 豆腐
配  料 带子,鲜鱿,刺参,鸡脯,冬笋,鲍丁,  香菇,青元,大白菜心棵,泡辣椒,姜,葱,蒜
调  料 酱油,白糖,高汤,料酒,豆粉,麸醋
精炼油"
玫瑰醉兔腿,"净兔腿 玫瑰露酒 野山椒 青尖椒 红尖椒 洋葱 食粉 松肉粉 盐 酱油 味精 白糖 红油 葱段,姜片,水淀粉各 色拉油约耗"
泡菜肉末,"肥瘦猪肉末（）,泡菜（）,葱姜（）,白糖（）,黄酒（）,麻油（）,蒜末（）,干辣椒（）。"
酸菜鱼,"草鱼,泡酸菜 泡红辣椒,泡仔姜,葱花各,花椒,蒜,精盐,料酒 肉汤,熟菜油。"
苦瓜酿肉,"鲜苦瓜,去皮猪肉,金钩虾,酱油各,水发香菇,面粉各,鸡蛋,湿淀粉,蒜瓣,胡椒粉,味精各,精盐,香油各,熟猪油。"
龙井鲍鱼,"鲍鱼,龙井茶叶,料酒各,菜心,清汤,精盐,味精,胡椒面,水豆粉,鸡蛋,干豆粉。"
干煸鳝鱼丝,"牛里脊肉,芹菜,姜丝,郫县豆瓣,花辣粉,川盐各,酱油,香油各,油。"
川辣黄瓜,"黄瓜,干辣椒,油各,花椒,白糖,醋各,香油,盐。"
豆瓣海参,"水海参,鸡汤,芹菜芯,豆瓣酱,大油,鸡油,酱油,料酒,湿淀粉各,白糖,味精,胡椒粉。"
白汁鱼肚,"水发鱼肚,奶汤,在油,鸡油,料酒,湿淀粉各,盐,味精,胡椒粉。"
虾仁冬瓜汤,"虾,冬瓜,香油,精盐各。"
仔牛赛熊掌,"小牛后腿肉,　猪骨肉,　老母鸡,　胡萝卜　熟油　绍酒　酱油　味精　白糖　精盐　桂皮　八角　花椒　葱　姜　鲜汤　芝麻油"
渔舟唱晚,"草鱼尾（约,）,精盐,高汤,味精,水淀粉,色拉油,葱,姜块,番茄酱"
豆苗鸡丝,"豆苗,鸡丝,鸡蛋清。调料：绍酒,湿淀粉各茶匙,胡椒粉,麻油,味精各茶匙,植物油.汤匙,精盐,植物油各茶匙,上汤汤匙。"
牛腩煲,"牛脯,生菜,红枣,颗,腐竹,姜数片,蒜末一茶匙,桂皮一块,蚝油,生抽,糖,酒,盐,葱各。"
五花肉炒豆腐泡菜,"猪五花肉,红泡菜,豆腐"
麻油火鸡肾,"急冻火鸡肾－,榨菜小块,姜片,葱段条。腌料：花椒盐（或粗盐）汤匙,绍酒汤匙,姜汁／汤匙,胡椒粉。调味料：麻油,糖各。"
网油包烧鸡,"母鸡,网油,四种芽菜,猪肉,泡辣椒,鸡蛋。调料 花生油,香油,葱,姜,盐,料酒。湿淀粉,味精,椒盐,酱油。"
鱼香油菜苔,"油菜苔,生油,酱油,醋,白糖,泡辣椒,精盐,姜,葱,蒜,淀粉,味精和料酒"
红杞活鱼,"活鲫鱼尾（约）。 枸杞,芫荽。葱,醋,芝麻油,料酒,白胡椒粉,姜,盐,味精,奶汤,清汤,猪油。"
杞鞭壮阳汤,"黄牛鞭。 肥母鸡肉,枸杞,肉灰蓉。花椒,猪油,料酒,味精,食盐寸生姜。"
冬瓜燕,"冬瓜。 熟瘦火腿。于细淀粉,川盐,清汤,味精。"
贵妃鸡翅,"鸡翅,胡萝卜,川盐,味精,胡椒粉,冰糖汁,红葡萄酒,姜,葱白,花椒粒,清汤,芝麻油,熟苹油。"
菠饺鱼肚,"鱼肚。配料：熟鸡肉,火腿,味精,姜,葱,酱油,绍酒,肉汤,奶汤,白面粉,鸡油,猪油（约号）"
三菌炖鸡,"开膛嫩母鸡（约）。 三菌,独蒜。猪油,葱,姜,盐,料酒,鲜汤。"
番茄豆腐炒肉片,"番茄,豆腐块,猪肉,姜丝匙,油汤 匙,水溶粟粉汤匙。 调料:高汤／,沙糖,酱油各汤匙,酒汤匙,盐匙。"
炝莲白卷,"莲花白。 干辣椒m,花辣,盐,白糖,味精,醋,酱油,香油,菜油,鲜汤,豆粉。"
宫保尤鱼,"尤鱼卷,花生米,花椒,辣椒,糖,醋盐,味精。"
海鲜拼盘,"鲜花一朵,尤鱼,海参,虾肉,鲜贝,熟鸡块,鱼片,冬笋,盐,味精,胡椒粉,姜末,料酒,水淀粉等调料"
鼓椒鸡片,"熟鸡片,火腿片,菠菜心,黄酒,精盐,猪油,豆鼓,花椒,淀粉 ,鸡汤"
人参全鸡煲,"嫩鸡,人参两柯肌杞,姜数片磨鼓半汤匙,香菜二棵,盐,麻油各适"
水煮肉片,"猪通脊肉辅料：芹菜,莴笋叶,青蒜调料：姜,葱,蒜,豆瓣辣酱,酱油,淀粉,盐,味精,花椒粒,干红辣椒,食用油"
干煸冬笋,"冬笋。 肥瘦猪肉,芽菜。料酒,盐,酱油,白糖,味精卫,芝麻油,化猪油。"
火爆双脆,"猪肚头,鸡肫。 豌豆苗。泡辣椒,葱白,蒜,姜,盐,料酒,猪油,味精.,胡椒粉,香油,豆粉。"
鸡丝海蜇,"海蜇皮,熟鸡肉,酱油,白糖,醋,味精,芝麻油,葱白,味汁,辣椒油。"
锅贴鱼片,"鲜鱼肉,熟猪肥膘肉,鲜笋,火腿,生菜。 盐,料酒,蛋清,豆粉,白糖,香油,素油,醋。"
砂仁肚条,"猪肚。 砂仁米。猪油,胡椒粉,花椒,姜,葱白,盐,料酒,味精,豆粉,清汤。"
首乌肝片,"何首乌,水发木耳,青菜叶。 料酒,醋,盐,蒜,豆粉,酱油,葱,姜,汤,混合油。"
枸杞海参鸽蛋,"水发海参。 枸杞,鸽蛋。花生油,食盐,料酒,味精,酱油,胡椒面,猪油,鸡汤,姜,葱,豆粉,汤。"
荷叶粉蒸鸡,"鲜嫩仔鸡（约）。 大米,豌豆。荷叶块。花椒,泡辣椒,盐,酱油,味精,白糖,胡椒粉,郸县豆瓣）姜末,豆腐乳汁。汤。猪油。"
虫草鹌鹑,"鹌鹑。 冬虫夏草。生姜,葱,胡椒粉,盐,鸡汤。"
碎末鸡丁,"鸡脯肉。 花生仁,泡红辣椒。猪油,盐,料酒。味精,葱,蒜,酱油,白糖,醋,豆粉,鲜汤,蛋清。"
肥肠豆花,"猪肠头,嫩豆花,郫县豆瓣,泡辣椒,花椒,盐,酱油,味精,姜,蒜末,香葱,食用油,大葱,料酒,水豆粉"
石斛花生米,"花生米,石斛。 盐,八角.,山奈.）"
炸蒸肉,"猪肉。 鲜豌豆,米粉,鸡蛋,面包粉。酱油,五香粉之,花椒,豆腐乳汁,醪糟汁,白糖,姜,葱,料酒,盐,素油,椒盐。"
雪魔芋鸡翅,"鸡翅。 水发魔芋。猪油,料酒,鸡汤,酱油,盐,姜,葱各,豆粉。味精.,胡椒粉"
软炸鸡肝,"鸡肝。 山药粉,鸡蛋。菜脑,花椒,生姜。葱,胡椒粉,食盐,味精,料酒,芝麻油。"
当归炖鸡,"母鸡（约）。 当归刀。姜,葱,盐,料酒,味精。"
黄焖鸡块,"鸡肉（）,笋块（或冬菇）（）,黄酒（.）, 酱油（）,味精,姜,湿菱粉（）,葱花,精盐,白糖,鸡汤（）。"
糊涂鸡,"三黄鸡（.至斤）泡辣椒,花椒面,姜,葱,料酒,糖,醋,盐,味精,蒜末,辣椒油,芝麻"
泡菜鱼,"鲜活鲫鱼三条,泡青菜。泡辣椒,姜,蒜各,葱,菜油侧,醒糟汁,料酒,酱油,鲜汤,香油,淀粉。"
姜汁热窝鸡,"笋鸡(约)调料 香油,酱油,醋各,葱,姜,盐,味精,汤,湿淀粉,辣椒油。"
筒子肉,"主料 去皮猪肉(肥瘦各半),猪网油,鸡蛋,白面,淀粉。调料 植物油(实耗约),香油,盐,料酒,葱,姜,花椒,味精各,白肉汤。"
西芹百合草莓炒腊肉,"四川腊肉,西芹,百合,草莓各。"
重庆毛血旺,"鸭胸肉,猪心,猪肚,火腿肠,香菇,海白菜,黄豆芽,大葱,泡辣椒,干辣椒,牛油,香油,花椒,味精,鸡料　"
麻辣猪肝,"猪肝,炸花生米,混合油,花椒粒,干辣椒,盐,料酒,味精,酱油,湿淀粉各,葱,姜,蒜,糖各,汤,醋。"
重庆麻辣火锅,"毛肚,牛肝,牛腰,黄牛瘦肉（背柳肉）,牛脊髓。 鲜菜,大葱,青蒜苗,芝麻油,味精,辣椒粉,姜末,花椒,精盐,豆鼓,醒糟汁,郸县豆瓣,料酒,熟牛油,牛肉汤。"
果仁徘骨,"排骨。 炒果仁,炒苡仁,姜,葱,冰糖。花椒,料酒,香油,味精,盐,卤汁。"
鸡蹄花,"公鸡脚爪。 红油,蒜泥,椒盐。"
五柳鱼丝,"鲜活鲤鱼（约）。 熟火腿,冬笋刀,香菌,丝瓜,泡红辣椒。大葱,精盐,料酒,熟猪油,湿淀粉,蛋清,鸡油。"
怪味白肉,"主料 猪肥瘦肉公斤调料 芝麻酱,白糖,葱,香菜各,甜面酱,酱油,辣椒油,米醋,蒜泥,熟芝麻,椒麻各。"
萝卜炖羊肉,"羊肉,萝卜,陈皮。 料酒,葱,姜,盐,味精。"
乾坤蒸狗,"去骨连皮狗肉,母鸡（约）,猪瘦肉,肘子。 天冬,生地,枸杞,甘草,柠檬。葱,料酒,胡椒面,味精,香油,豆瓣。"
牛膝蹄筋,"猪蹄筋,鸡肉。 牛膝,火腿,蘑菇。胡相,料酒,味精,姜,葱,盐。"
水八块,"开膛嫩仔公鸡（约）。 盐,酱油,白糖,熟辣椒油,花椒粉。"
凉粉鲫鱼,"鲜活鲫鱼（约）。 白凉粉。料酒,猪网油,盐,红油,豆鼓,蒜泥,芽菜末,葱花,花椒油。"
葱辣鱼,"鲜鱼肉。 葱,盐,料酒姜,素油,泡辣椒,鲜汤,酱油,白糖,醋,香油,辣椒油各,胡椒粉。"
豆苗炒虾片,"主料 大虾,豆苗,鸡蛋。调料 大油(实耗约),料酒,净葱各,姜,盐,胡椒粉,湿淀粉,汤,味精。"
瓤甜椒,"甜椒。 猪肥瘦肉。川盐,味精,姜葱汁,蛋清,豆粉,清汤,鸡化油,料酒。"
米熏鱼,"鲜鱼（约）。盐,料酒,酱油,姜,葱,素油,白糖,鲜畅。"
姜汁热窝鸡蛋,"鲜嫩母鸡上（约）。 姜,葱,素油,盐,酱油,豆粉,醋,辣椒油,鲜汤。"
陈皮鸡,"鲜嫩开膛鸡,（约）。 干辣椒,陈皮。姜,葱各,料酒,盐,酱油,菜油,鲜汤,糖,醋,香油。"
炒香舌片,"猪舌。 酸枣仁。姜,葱,花椒,料酒,卤汁,香油,味精,盐,冰糖。"
葱辣鱼条,"鲤鱼(草鱼,桂鱼,鲢鱼均可),净葱,干辣椒。调料 植物油(实耗约),香油,净姜,酱油,盐,料酒,味精,汤,白糖。"
灯影苕片,"红心苕（红薯）,生油（耗油）,精盐,白糖,明矾,红油"
鱼香茄饼,"鲜嫩茄子。 猪肥瘦肉,鸡蛋。豆粉,川盐,泡辣椒,酱油,白糖,醋,味精卫,鲜汤,菜油,姜,蒜末各,葱,香油。"
夫妻肺片,"鲜牛肉,牛杂（肚,心,舌,头皮等）,老卤水各,辣椒油,油酥花生未,酱油各,芝麻面,花椒面,八角,味精,花椒,肉桂各,精盐,白酒。"
芹黄烧鱼条,"鲜鱼公手,芹菜芯。调料 植物油(实耗约)。豆瓣酱,料酒,酱油,白糖,葱,姜,蒜各,湿淀粉,醋,味精,胡椒粉,汤。"
豆鼓鱼,"鲜鱼肉。 潼川豆鼓。素油,葱,蒜,料酒,盐,酱油,鲜汤,胡椒,香油,姜。"
干烧明虾球,"大明虾,姜,葱,蒜各,,甜酒酿茶匙,辣豆瓣茶匙,蛋．玉米粉茶匙。味精/匙,糖/匙,白醋茶匙,酱油茶匙,日本太白粉,/匙,麻油,红油各/匙,蕃茄酱茶匙。"
酥皮龙虾,"龙虾（约 ）,荸荠,蒜薹,西兰花,面包粉,川盐, 鸡蛋清,胡椒粉,味精,姜,葱,湿淀粉,椒盐味料,精炼油各"
鹰扬虎视,"盐水大是　腌腊猪舌　盐水鸡丝,张飞牛肉,香肠,蛋卷,蛋黄糕,蛋白糕,皮黄,大红辣椒,花椒籽粒,西兰花,麻油莴笋"
北菇火腿炆大芥菜," 包心大芥菜斤（约.公斤）,金华火腿片,北菇朵。 
配 料： 汤料：五花腩肉两（约）,甘草片,姜片,虾米两（约）,北菇脚。"
乡村嫩鸡,"仔公鸡（约）,尖青椒,菜油,老姜,大葱,大蒜,花椒,味精,麻油,精盐。"
酸菜肚片汤,"猪肚,酸菜,高汤碗,盐小匙,味精半匙,麻油,笋支。"
丁香鸭,"鸭子（约）。 丁香,肉棒皮,豆寇。生姜,葱,盐,卤汁,冰糖,味精,香油。"
魔芋烧鸭,"嫩肥鸭,水魔芋,青蒜苗段,绍酒,川盐,酱油,味精,郫县豆瓣,蒜片,湿淀粉,花椒,肉汤,猪化油"
烟熏排骨,"猪排骨,五香粉,盐,料酒,姜,葱,醪糟汁,卤水,烟熏料,香油,花椒,熟菜油。"
葱辣鱼,"鲜鱼肉。 葱,盐,料酒姜,素油,泡辣椒,鲜汤,酱油,白糖,醋,香油,辣椒油各,胡椒粉。"
糖醋红柿椒,"红柿椒。调料:香油,醋,盐,白糖。"
清蒸青鳝,"鲜活青鳝。 猪网油,猪肥瘦肉,蛋清,竹苏,清汤。料酒,胡椒面,盐,花椒,味精,姜,醋。"
泡菜鱼,"鲜活鲫鱼三条（每条约）。 泡青菜。泡辣椒,姜,蒜各,葱,菜油侧,醒糟汁,料酒,酱油,鲜汤,香油,淀粉。"
牛蛙火锅,"牛蛙,青笋,茭白,白萝卜。调料：精制油,姜,蒜,葱,干辣椒,花椒,冰糖,郫县豆瓣,味精,鸡精,料酒,胡椒粉,红汤。"
鲫鱼砂锅,"河鲫鱼条,玉兰片,盒装豆腐盒,鲜蘑菇。调料：精制油,姜,蒜,葱,泡红椒,味精,鸡精,胡椒粉,料酒。"
肥肠砂锅,"肥肠,草菇,香菇,鲜笋。调料：精制油,姜,蒜,葱,泡红椒,胡椒粉,料酒,味精,鸡精,白汤。"
墨鱼辣酱拌幼面,"材料：韩式幼面六两,墨鱼（十六两）,红萝卜四两,洋葱一,蒜茸半汤匙。 
调味料：韩式辣椒膏三汤匙,辣椒粉一茶匙,盐半茶匙,水二"
贝茸燕菜,"干燕窝,鸡汤.公斤,干贝,鸡蛋清,净火腿,白糖,盐,水淀粉,料酒,味精,芝麻油,芝麻（焙好） 。"
苦瓜烘蛋,"鸡蛋 苦瓜 面粉  干淀粉  番茄酱  精盐,味精,白糖,精炼油各。"
大蒜鲶鱼,"鲶鱼条,蒜头碗,蒜末小匙,姜末匙,葱花匙,辣豆瓣酱大匙,盐小匙,糖匙,味精小匙,酱油匙,醋匙,高汤碗,太白粉水大匙,油匙"
辣味过江鸡,"鲜肉鸡(重约),蕃茄,红油辣椒,油酥郫县豆瓣,酱油,精盐,味精,胡椒面,料酒,白糖,醋,蒜泥,葱花,芝麻酱,熟芝麻,姜片,葱节,花椒粒,清汤"
花椒鱼片,"草鱼条（约）,金针菇,大葱,花椒,精盐,味精,鸡精,料酒,胡椒粉,色拉油,鸡蛋,豆粉,清汤,老姜"
泡酸菜烧鸡,"仔公鸡（约）,泡酸菜,家常豆瓣,姜片,葱节,葱花,胡椒粉,料酒,味精,白糖,鲜汤,精炼油各"
剁椒贵妃贝,"贵妃贝,剁椒,味精,盐,老姜,小葱,干豆粉,葱油。"
小米蒸排骨,"猪签排,小米,红豆瓣,菜籽油,料酒,冰糖,甜酱,精盐,味精,大葱,老姜,麻油"
萍乡驴肉,"新鲜驴肉,香菜,干辣椒"
怪味鸡丝,"嫩公鸡,酱油,白糖,醋,盐,花椒面各,红油辣椒,芝麻酱,熟芝麻,香油,味精,姜末,蒜泥,油酥郫县豆瓣,葱花,葱丝,鸡汤各。"
辣豆瓣鱼,"鲤鱼,姜片,葱,蒜,红辣椒,豆瓣酱勺,酒,糖,生粉,番茄汁,"
姜汁热味鸡,"净熟公鸡,姜末,川盐,葱花,酱油,醋,湿淀粉,肉汤,熟菜油"
兰花春笋,"带尖春笋,火腿末,青椒,鸡蛋清,虾仁泥,草鱼茸"
炒豆腐脑,"嫩豆腐,水发海米,咸雪里蕻。"
桂花鱼条,"鲈鱼肉。 鸡蛋。湿淀粉,面粉,椒盐,精盐,绍酒,姜汁水,胡椒粉,甜面酱,猪油（实耗油）。"
炸鸡肉串,"鸡胸脯肉,西红柿,葱头末,鸡蛋清。调料：香油(实耗约),芝麻粉,面粉,胡椒粉,姜汁,盐,料酒,味精。"
玛瑙野鸭片,"熟野鸭胸脯肉。 豆腐皮张,栗子肉,荸荠,绿蔬菜。酱油,精盐,味精.,葱段,绍酒,清汤,干淀粉,湿淀粉,熟菜油（约耗）,熟猪油,芝麻油。"
炒四宝,"鸡脯肉,净鸡肫,剔骨鸭掌,净肚尖。 辅料：熟火腿,浆虾仁,熟笋片,水发香菇,绿菜叶,蛋清／。湿淀粉,清汤,熟猪油（耗油）,大葱白,精盐,味精.,绍酒。"
酸豆角炒肉末,"酸豆角,猪肉（肥瘦各半）,蒜泥,干椒末,熟猪油,精盐,味精,酱油各。"
肉茸菠菜,"菠菜,猪通脊肉,蛋清,清汤,猪油,肥膘肉 ,葱,姜,花椒水,香油,盐味精,面粉,湿淀粉各。"
五香肥鸭,"肥鸭（重约）,香干块,水发金钱香菇,笋尖。 葱结,姜,葱段,湿淀粉,酱油,料酒,白糖,味精,桂皮,芝麻油,熟猪油（实耗油。"
莲香脱骨鸡,"母鸡（约重）,莲子。 火腿,水发香菇,通心菜。生姜块,湿淀粉,熟猪油,葱结,绍酒,精盐,味精。"
玻璃明虾,"大虾-,粟粉汤匙,青瓜片数片,生菜丝。酱汁料（一）：砂糖,醋,葱粒各汤匙,芝麻/茶匙,胡椒粉,麻油各。酱汁料（二）：蛋黄酱,蚝油,醋,番茄酱各/汤匙,盐/茶匙,胡椒粉。"
冬茸白兰,"净冬瓜。 浆虾仁,熟火腿,蛋松。湿淀粉,熟猪油（约耗）,精盐.,味精,清汤。"
炸鸡椒,"笋胸脯肉(带翅骨)。青虾肉,水发海米,猪肥膘肉,鸡蛋,炸粉丝,细面包渣,生菜叶各。调料：植物油(实耗约),香油,料酒,面粉各,葱,姜末各盐。"
麒麟桂鱼,"桂鱼（重约）。 鸡蛋清,番茄酱,罐樱桃颗,胡萝卜,绿色蔬菜。精盐,味精,绍酒,芝麻油,酱油,白糖,姜片,熟菜油,葱段,陈皮,八角,熟猪油,湿淀粉。"
红烧素什锦,"麦面饼 面肠条 炸豆腐皮 香茹朵 黑木耳 金针 熟竹笋支 胡萝卜/根调味料 料：盐,糖各小匙 酱油大匙 清水 料：香油小匙"
素脆鳝,"水发香菇,白糖左右,干淀粉,酱油,熟清油（耗左右）,嫩姜,胡椒粉,香麻油,米醋小碟"
蟾宫折桂,"桂鱼肉,熟火腿,熟鸡肉。 辅料：桂花,熟干贝,豌豆粒,鸡蛋,青椒,小河虾。姜汁水,桂花酒,味精,精盐.,湿淀粉,芝麻油,熟猪油,熟菜油（实耗油）。"
拌鸭掌,"鸭掌。辅料 黄瓜。调料 酱油,香油,米醋.,味精。"
莲篷豆腐,"嫩豆腐。 鸡茸,花菜,豌豆,青菜叶,蛋清,湿淀粉。盐,味精,绍酒,清汤,熟鸡油,冻猪油,熟猪油。"
干炸黄雀,"豆腐皮张。 熟笋肉,水发香菇,香豆腐干块,上白面粉。姜丝,精盐,花椒盐,味精,酵母粉,甜面酱,熟菜油（约耗）。"
丰化芋艿头,"芋头,水发海参,鱼肚,冬菇各,熟火腿,熟鸡脯肉各,青豆,胡萝卜."
潮汕鱼丸,"主 料： 刮好的鱼青（肉）约,生菜,湿冬菇,蛋白,笋花,大地鱼,紫菜。 
配 料： 调味料：上汤,幼盐,胡椒粉,鱼露,味精,麻油。"
茶香鸡汁鱼片汤,"桂花鱼肉两（约）,火腿两（约）,冬笋片,蘑菇各两（约）,上汤,龙井茶叶,盐,油,胡椒粉各。"
半煎煮鱼,"黄花鱼鱼约,肉片,湿冬菇,笋花,葱,姜,绍酒,味精,酱油,白糖.,精盐,花生油。"
XO酱炒乌冬,"即食乌冬包,猪肉丝两（约）,洋葱丝,西芹丝,红萝卜丝共/,蛋,XO酱汤匙,生抽汤匙。"
蒜香鲶鱼,"鲶鱼条,蒜头碗,蒜末小匙,姜末匙,葱花匙,辣豆瓣酱大匙,盐小匙,糖匙,味精小匙,酱油匙,醋匙,高汤碗,太白粉水大匙,油匙."
姜葱螃蟹,"螃蟹,盐.,味精.,胡椒粉.,料酒,花生油,葱.,姜末.,淀粉.,香醋.,蚝油。"
法式牛油炸鱼,"白身鱼,薯仔-,柠檬一半,番芫荽茸茶匙,盐,胡椒粉各/茶匙,面粉汤匙,牛油汤匙,沙律油汤匙。"
豉椒蒸腊肉,"豉椒蒸腊肉 腊肉两（约）,原粒豆鼓汤匙,红辣椒 ～,油汤匙,芫蔡。"
鲜虾蟹柳沙拉,"虾,蟹柳,黄瓜,蛋黄酱,紫甘兰叶片"
三鲜苦瓜汤,"苦瓜,水发香菇,冬笋,鲜汤,盐。"
炖橄榄螺头汤,"净海螺头,橄榄,姜小片,鸡汤,瘦肉,精盐,味精,胡椒粉,绍酒各。"
歙味笋丝汤,"净冬笋,虾仁,熟瘦皮火腿,小菜心棵,精盐,高汤,蛋清,玉米粉,冰糖。"
浪花天香鱼,"基本材料 红东星斑鱼,河虾仁,青豆,柠檬片,姜丝,葱丝,青椒丝,红椒丝。 
调料：食用油,盐,味精,黄酒,淀粉,上汤,虾油卤,生抽,白糖。"
咖喱海鲜锅,"基本材料 中虾,带子各,去骨鱼肉,羊角豆,番茄,干葱（磨茸）粒,咖喱汁,清水 
调味料：盐,酱青各半茶匙,糖/茶匙, 
腌料：盐半茶匙,玉蜀黍粉茶匙"
树花炖土鸡,"本鸡,水发灰树花,火腿片,生姜,葱。调料：食用油,盐,味精,鸡精,黄酒,胡椒粉。"
凉冻金钟鸡,"光鸡（）,鱼胶（）,猪油（）,大菜（）,鸡蛋（）,火腿（）,香菜（叶）,芦笋（）,白盐（）,味粉（）,上汤（）,姜,葱,（）,绍酒（）。"
鲤鱼苦瓜汤,"净鲤鱼肉,苦瓜,醋,糖,盐,味精各。"
蒜子瑶柱豆苗,"豆苗 两（）,瑶柱 粒,蒜头 粒,姜花 片量。调味料：盐/茶匙,鸡粉,糖各茶匙。芡汁料：水/,生抽,蚝油各汤匙,糖茶匙,麻油,胡椒粉,生粉/汤匙。"
八珍鲜汤鱼燕,"发好鱼燕两。香菇,蟹柳,金华火腿,文蛤,虾仁盐,味精,白胡椒"
千岛汁鸡球,"鸡腿肉,芥菜心条,千岛汁,蒜茸,鸡粉,胡椒粉,盐,香油。"
炒绵羊丝,"绵羊肉丝,笋丝,湿香菇,青红辣椒红,鸡蛋白,粉丝。调料：姜丝.茶匙,深色酱油,葱丝各茶匙,胡椒粉,麻油各茶匙,绍酒,湿淀粉各.汤匙,植物油"
金牛鸭子,"肥鸭（约重）。 牛肉,菜叶,紫菜,猪肥膘肉。盐,酱油,味精.,绍酒,姜,葱,葱结,芝麻油,熟菜油。"
鲜蘑蒸鸡,"鸡（约两斤）,鲜蘑,葱段,姜片各,绍酒茶匙,糖半茶匙,水淀粉汤匙,盐。"
豉汁鱼云,"大头鱼一,豆豉两汤匙,蒜肉两粒,姜,葱,红椒各。生抽汤匙,油汤匙,糖茶匙,生粉茶匙,胡椒粉,麻油各,水/。"
肉烧海带,"带皮五花肉,水发海带,酱油茶匙,绍酒茶匙,糖茶匙,盐茶匙,葱段,姜块若干,大料-粒。"
药粥,详见制作方法
菜肴,详见制作方法
"汤类,饮料",详见制作方法
樱橘蛤士蟆,"鸡肉,海参,熟白鸡肉,鱼肉,熟火腿,油发鱼肚,鱿鱼,水发腐竹,干贝,冬菇,玉兰片"
凤尾虾排,"青虾,精盐,料酒,葱姜汁,花椒"
蟹粉排鸡腰,河蟹鸡腰鸡汤大葱姜胡椒粉
上海醉蟹,"活河蟹　调料：花雕酒,大曲酒,盐,白砂糖,葱结,生姜,花椒,陈皮"
菊花黄鱼羹,"黄鱼中段,姜, 葱,鸡清汤,冬菇,笋丝各,金华火腿丝,软豆腐,鸡蛋,生粉,油,香菜各,大白菊,香油,精盐各,胡椒粉,酱油,料酒"
虾子大乌参,"水发大乌参,干虾子"
干煎大虾,"大对虾 精盐,料酒,酱油,糖 油"
糖醋鲤鱼,"鲤鱼,酱油,精盐,味精,料酒,醋,白糖,湿淀粉各"
干贝莴笋,"干贝,莴笋支,高汤"
冬瓜球,"冬瓜,开洋,鸡茸,鲜汤"
哈蜊汆鲫鱼,"火鲫鱼,哈蜊各,绿蔬菜,葱结各姜末醋精盐.
味精各,料酒,熟鸡油各,熟猪油哥."
黑胡椒牛柳,"牛里脊肉,洋葱可,蛋白,苏打粉,淀粉,黑胡椒粉,番茄酱,油"
凉拌海蜇头,"海蜇头,香葱末,酱油,白糖,味精,香麻油,精制油"
蟹粉排鸡腰,"河蟹,鸡腰,鸡汤,大葱,姜,胡椒粉"
宁式鳝鱼,"熟鳝鱼丝,熟笋丝,净韭芽,葱段,葱白段,姜汁水各,酱油,姜丝,胡椒粉,味精各,湿淀粉,香油,料酒各,白汤,熟菜油各"
奉化摇坩,"蚶子,葱末,绍酒各,姜末,酱油各,胡椒粉.,香油。"
如意鸭卷鲜,"去头熟白鸭,鸡蛋,鸡清汤,虾茸。"
朱洪武豆付,"嫩豆腐,肥瘦猪肉,虾仁,干淀粉各,鸡蛋,葱末,姜末,精盐,醋,料酒各,白糖,味精,湿淀粉,肉汤,熟猪油。"
清炸里脊,"猪里脊。油,酱油,味精,绍酒,花椒盐。"
酸菜鱼,"鲤鱼条（左右）,陈年泡青酸菜。辅料 鸡蛋清,混合油,汤,精盐,味精,胡椒面,料酒,泡辣椒末,花椒 粒,姜片,蒜瓣。"
炸田鸡腿,"田鸡腿。 辅料 面粉。精盐,味精,清油,绍酒,花椒水,花椒盐。"
辣鱼粉皮,"带皮青鱼肉,干粉皮张。调料 熟大油(实耗),料酒,酱油各,甜面酱,干辣椒,葱段,鸡汤。香油,味精,盐,糖色"
韭菜干丝,"韭菜,干丝,素高汤半碗,色拉油匙。盐,糖,酱油,味精。"
爆煎鲤鱼,"鲜鲤鱼（约）条。
辅料：葱花,姜末,胡椒粉,酱油大匙,花生油大匙,醋大匙,盐大匙。"
鲫鱼过河,"鲫鱼一尾约。
辅料：清汤,肥肉片,葱段,姜片,冬菇,花椒,大料,食盐,料酒,味精,鸡油各。"
炸芝麻虾,"大虾,芝麻。
辅料：鸡蛋,面粉,精盐,味精,绍酒,清油,花椒盐。"
烩酸辣干丝,"白豆腐干。
辅料：水发木耳,笋片（或玉兰片）,葱丝,姜丝,芫荽（香菜）,水菱粉,精盐,胡椒粉,酱油,醋,麻油,鲜汤。"
羊肉冬瓜汤,"羊肉,净冬瓜。
辅料：精盐,味精,花椒水,绍酒,胡椒粉,葱丝,姜丝,香菜,猪清油,内汤。"
肉末四季豆,"四季豆斤,猪肉三两,葱粒,榨菜粒,蒜末。"
排骨炖白菜,"猪排骨,白菜头。
辅料：香菜梗,精盐,味精,花椒水,葱姜,肉汤,清油。"
